Date,Aluminium,Brent,BTC,CAC40,COCOA,COFFEE,Copper,Corn,COTTON,DAX,DIA,ETHANOL,EUR_KRW,EuroStoxx50,EURUSD,FTSE,FTSE100,GBPUSD,Gold,HangSeng,Hyundai,IWM,JPY_KRW,Kakao,KOSDAQ,KOSPI,KOSPI200,LGChem,MSCI_EM,MSCI_World,Nasdaq.US.Benchmark.Consumer.Digital.Services,NASDAQ,NaturalGas,Naver,Nikkei225,NYSE,OMX,Palladium,Platinum,QQQ,Samsung,Shanghai,Silver,SKHynix,Soybeans,SPY,STEEL,SUGAR,Swedish.Consumer.Products.and.Services.GI,US_Dollar_Index,US10Y,US30Y,US3M,US5Y,USDCNY,USDJPY,USDKRW,VIX,WHEAT,WTI,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2015-01-20,-0.001450165,0.006270987,0.015345605,0.015047329,-0.006747664,-0.042584074,-0.014612679,0.012406297,-0.003541005,0.008750195,0.001316163,0.02577847,0.00299221,0.013240111,-0.0033923,0.013252748,0.01059967,-0.006023885,0.013457421,-0.006341105,0.014514024,-0.004207651,-0.010355788,0.004549928,0.008381752,0.015857697,0.00334547,0.044700299,0.007130159,0.025450026,0.005461156,0.004407308,-0.099444071,0.016592481,0.029340922,-0.000159501,0.020046174,0.031899919,0.013454482,0.007903571,0.041673096,-0.070961067,0.011657375,-0.008465629,-0.009375465,0.002130225,0.015399068,0.002602471,0.011796164,0.006061993,-0.004417465,-0.015311676,-0.810930126,0.007764007,0.004925191,0.013530716,0.003341668,-0.051921621,-0.008419133,-0.048389736,0.001671033,0.001195977,-0.004266099,0.007100463,0.008384759,0.00405062,0,0.002465085,0,-0.005757809
2015-01-21,0.009996751,0.02143964,0.071146261,0.008689003,-0.011919092,-0.024097569,-0.000191172,0.012254265,-0.023932792,0.004096119,0.002569689,0.039623687,0.003405353,0.007616734,-0.004409094,0.005240228,0.016167432,0.003794766,-0.000386414,0.016621039,-0.011593927,-0.003189327,-0.000632986,-0.00781257,0.00354876,0.001520975,0.006050372,0.008163428,0.008841534,-0.007848521,0.014486377,0.002696732,0.049277803,-0.012738962,-0.004954024,0.005779539,0.010359057,-0.013574869,-0.007565415,0.005104114,0.016624737,0.02364612,0.012844131,0.021031194,0.001526329,0.00503521,-0.005823828,0.030082224,0.005886129,0.004414975,0.025137937,0.017363005,0.916290662,0.032714963,-0.000499544,0.007928626,0.007018198,-0.053704128,0.009350232,0.029523211,0.009758158,0.020109287,0.002561989,0.008131038,0.00171695,0.00483959,0,0.009596474,0.001987539,0.006474924
2015-01-22,0.00364058,-0.010456237,0.028283268,0.015044064,-0.024273036,-0.028403248,-0.005560326,-0.005785937,0.003454248,0.013155785,0.014550366,-0.006495832,-0.000183212,0.016055221,0.005906264,0.016167432,0.010144579,-0.000166621,0.005396251,0.006958598,-0.020619452,0.020168288,0.001701835,-0.036609841,-0.010182832,-0.000213446,0.008907246,0.045040559,0.018687444,0.006731081,0.023408257,0.017622365,-0.04786589,-0.019418039,0.002804958,0.012877919,0.005119556,0.006939712,0.005231692,0.018334955,-0.012261395,0.042432873,0.009144475,-0.022094431,0.000762292,0.014761685,0.032958306,-0.002525252,0.011935714,-0.001935904,0.022940447,0.011815189,-0.287682072,0.033851654,-0.000515786,-0.006672088,-0.004426759,-0.139231623,-0.001396973,-0.031249166,0.01252446,0.004673796,0.024432664,0.01588871,0.01629255,0.010008143,0,-0.004276595,0.011842413,0.018615419
2015-01-23,-0.016767924,0.005549299,-0.002260456,0.019120664,-0.022720182,-0.004346464,-0.024524469,-0.009718249,-0.003973393,0.020295497,-0.008523659,0.017229378,-0.019864383,0.017867249,-0.023396148,0.010144579,0.005312016,-0.008730638,-0.006246869,0.01327943,0,-0.000676822,-0.004446178,0.054745123,0.018652138,0.007918307,0.010140186,0.010309488,0.007623467,-0.000419335,0.006730674,0.001573362,0.051892769,0.019418039,0.010489558,-0.006561422,0.019235913,0.002324144,-0.012539349,0.00220829,0.005788784,0.008909397,-0.003385222,0.010582024,-0.007393278,-0.005497971,-0.023169374,0.000631926,0.001197866,0.014110333,-0.042559612,-0.030847622,-0.143100801,-0.042874245,-0.000435512,0.007531375,0.002584629,0.015729316,-0.007014291,-0.015669553,-0.01562842,-0.007148837,-0.010879027,-0.008359249,-0.000240942,-0.011215846,0,0.00285324,-0.00576259,-0.00140869
2015-01-26,0.021820659,-0.012996595,0.160683871,0.007393895,-0.013010664,0.009290869,0.014087501,0.004546939,-0.006425288,0.013871038,0.000510193,0.024605871,-0.020333366,0.009336767,-0.019695673,0.005312016,0.002864425,-0.001155344,-0.010264438,0.002389501,-0.021053648,0.00960487,0.009989631,0.008945686,0.001746331,-0.000211744,-0.011344679,-0.041891146,-0.004665503,0.002095363,-0.004873749,0.002912994,-0.035797249,-0.011605602,-0.002471707,0.005437407,-0.001808361,0.009945223,-0.010544395,-0.001151633,0.002162195,-0.00293507,-0.017489693,0.015666364,-0.005388082,0.002338976,-0.025278734,-0.043246499,0.012832011,0.010453586,0.006035639,0.001669428,-0.955511488,0.019447152,0.003044227,-0.011774204,-0.000184355,-0.070881083,-0.00376117,-0.009698084,0.004342676,0.014247155,0.005036067,0.001249444,-0.004109865,0,0,-0.000610989,0.005201816,0.005202337
2015-01-27,-0.016125819,0.029462005,-0.037244357,-0.010951408,-0.002184997,0.00061637,-0.023590614,-0.00584987,0.016929054,-0.015844893,-0.016624762,0.009675223,0.008469109,-0.012288592,0.010929157,0.002864425,-0.005971886,0.005956017,0.009567905,-0.0041282,-0.003044138,-0.004791014,-0.013147738,-0.026427536,-0.00424384,0.008600684,0.007364732,0.062196195,-0.008155073,0.000836683,-0.027061849,-0.019096589,0.034121326,-0.00912057,0.017015638,-0.006040092,0.01206102,-0.001405618,0.00920284,-0.026268441,0.00788808,0.012645337,0.005605772,0.018480904,0.010747289,-0.013278368,-0.004066951,0.007884396,-0.011484615,-0.002840129,-0.001642432,0.001666646,1.280933825,-0.013423025,0.004477044,0.009827039,-0.004806323,0.103941915,-0.02142429,0.023638614,-0.006833133,-0.000643563,-0.01094325,-0.013288141,-0.02925087,-0.011546314,0,0.001424552,-0.007177296,-0.008026109
2015-01-28,0.01579707,-0.023045728,-0.119000737,-0.002873809,-0.001459322,0.028846694,0.003177812,-0.007196629,0.000513722,0.007721818,-0.010831064,-0.045734271,0.005990617,-0.004046663,0.010583564,-0.005971886,0.002097131,0.006781201,-0.004500261,0.002195783,0.00910489,-0.016994064,0.003869523,0.027698966,0.011080847,0.004690851,0.000239295,0,0.003962324,-0.002093455,-0.012694078,-0.009337438,-0.039341489,0.016872653,0.001542553,-0.016644198,-0.000503706,0.019688527,-0.006894178,-0.005139426,-0.015839059,-0.019099795,0,0.00101675,-0.009718747,-0.012907171,0.014626124,-0.008544259,0.032821766,-0.007613458,-0.056932854,-0.046004723,-0.182321536,-0.070764033,-0.001714657,-0.006305657,-0.002411966,0.171422332,-0.000962927,-0.039263949,-0.018241402,-0.040173233,-0.018364894,-0.008714497,-0.001747928,-0.011682229,0,-0.008576589,-0.014511721,-0.013092152
2015-01-29,-0.013905974,0.013524793,-0.001720021,0.004433986,-0.010644255,0.005075341,-0.02043345,-0.019224987,0.01191302,0.002508332,0.012615271,-0.028479496,0.000628949,0.003824256,-0.007587187,0.002097131,-0.00224395,-0.003017805,-0.024642104,-0.0107552,0.009022605,0.013702898,0.008269606,-0.006373565,-0.002138963,-0.005397926,-0.001476292,0,-0.009685892,-0.029201214,0.003157094,0.009745377,-0.052653105,-0.054210155,-0.010706279,0.008243062,0.004286156,-0.031457482,-0.032980621,0.009565536,-0.013148578,-0.02026727,-0.07526674,-0.037271446,-0.003346637,0.009200907,-0.011808789,0,0.008268766,0.004342576,0.015539921,0.010839081,-0.405465108,0.027028608,0.000224509,-0.001555007,0.007126099,-0.085766836,-0.025367214,0.001798113,0.013033642,0.003343179,0.008156449,0.011422328,0.009450475,0.008007778,0,0.013243022,0.008419839,0.013516338
2015-01-30,0.020242715,0.07563338,-0.030823974,-0.005885924,-0.008895537,-0.04756987,0.023007966,-0.002010051,0.007248246,-0.004063968,-0.014188187,0.010316922,0.016600512,-0.00606556,0.004783452,-0.00224395,-0.009026639,-0.004185624,0.018870739,-0.003616851,0.014859094,-0.022223464,0.007598939,-0.023941502,-0.002599779,-0.000902504,0.005455288,-0.002515732,-0.019403674,0.024299546,0.016837086,-0.010338482,-0.010351337,-0.027550032,0.003864446,-0.014547456,0.013504664,-0.000258815,0.018241469,-0.007783696,0.003669938,0.004515721,0.025568405,0.005260359,-0.001548387,-0.012654537,-0.032404356,-0.020000616,0.037851714,0.000422664,-0.044373943,-0.029761531,-0.693147181,-0.071517014,1.61E-05,0.005563093,0.013191859,0.111365856,0.003944778,0.080025495,-0.003976096,0.008641207,-0.016379787,-0.016357993,-0.012453755,-0.018159965,0,-0.022307795,-0.015755214,-0.010941617
2015-02-02,0.000870891,0.032674121,0.050818635,0.005073695,-0.001490313,0.014263732,-0.006747475,-0.008080852,-0.007417472,0.012423485,0.010559534,0.018882205,-0.001977639,0.00555533,-0.002343696,-0.009026639,0.004906926,0.000527876,-0.001800642,-0.000910787,0.008810552,0.009119935,0.009964768,-0.025200272,-0.00221686,0.001752997,-0.007933882,0.034657028,0.00583571,-0.005913606,-0.00769261,0.008902554,-0.004096047,-0.007007871,-0.006604823,0.012431452,0.000120593,0.019987822,-0.007126631,0.008666572,0.002195331,-0.039124695,0.002498109,-0.022281985,-0.007257678,0.012307865,0.022350834,-0.004048617,0.010959698,0.001899659,-0.001194728,0.000444222,0,-0.00168642,0.000705304,-0.00903879,0.000181956,-0.076274533,-0.009891277,0.027197219,0.008976046,0.030117549,0.015952303,0.014734258,0.010223692,0.011800318,0,0.004336316,0.005614204,0.008960862
2015-02-03,0.006183238,0.05611271,-0.047102451,0.010795786,-0.002613405,0.002460082,0.034830361,0.000675904,0.013445632,0.005795913,0.017505804,0.035339416,0.001109855,0.01299191,0.002887982,0.004906926,0.013065529,-0.00391499,-0.013013316,0.002856435,-0.029675796,0.01774198,-0.004413025,0.007360333,0.005136931,-0.00036884,0.00717908,0.012092078,0.015811499,0.016248893,0.005755696,0.010856754,0.027237562,0.001405463,-0.012735322,0.016581178,0.003344235,-0.002540329,0.005511383,0.009564045,-0.001463233,0.002522105,0.004053259,0.002143568,-0.001301575,0.01435774,0.038102783,-0.037194367,-0.003471899,-0.002850925,0.061994939,0.051914721,1.098612289,0.076335831,0.001360974,0.003331069,-0.000819284,-0.11437918,-0.019067311,0.067849045,0.021789278,0.026989013,0.016543111,0.016120737,0.011346994,0.008810472,0,0.003702139,0.00672438,0.02101842
2015-02-04,-0.006618589,-0.066947453,-0.001827745,0.003925653,0.011522149,-0.007707761,0.004604799,0.039740329,0.026035381,0.001868624,0.001133337,-0.012578786,0.003866856,0.00039536,0.010145405,0.013065529,-0.00171861,0.007557623,0.003249535,0.005076954,0.00300745,-0.00370926,-0.007902001,-0.002670305,0.008258239,0.005532974,0.001389928,0.026098571,0.006453116,0.002082186,-0.007020533,-0.002337893,-0.033976684,0.018094176,0.019586212,-0.006694004,0.006667833,0.005327273,0.00298622,-0.00087479,-0.005137457,0.017817053,0.004267069,0.01276637,0.026222582,-0.003815293,0.006362794,0.013937495,0.009985039,-0.008815328,0.009505288,0.007141371,-1.098612289,0.009338562,-0.00060822,0.000603745,-0.006211701,0.056099958,0.041672696,-0.090702497,-0.006527763,-0.016639454,-0.002527516,-0.007669965,0.001959917,0.000408179,0,-0.012186128,-0.012627318,0.006633396
2015-02-05,0.005644826,0.043536178,-0.043893508,0.001489425,0.006996898,0.017791843,0,-0.006514681,-0.007838047,-0.0005418,0.011377305,0.016044991,-0.012950671,-0.001925439,-0.012173604,-0.00171861,0.000859674,0.00250149,-0.00142533,0.003467696,-0.00300745,0.012838638,0.002673283,0.001336044,0.004303478,-0.005082245,-0.002582878,-0.05536912,-0.006701959,0.003598402,0.004778976,0.0102091,-0.023566289,-0.018094176,-0.009898004,0.011168865,-0.011840957,0.006933529,0.008665646,0.008614641,-0.000736148,0.011878138,-0.01151663,-0.003176489,-0.015599345,0.01004474,-0.003630908,0,0.000169961,-0.001494603,0.009966863,0.013718774,0.470003699,0.006947109,-0.001281686,-0.003047681,-0.00339628,-0.084188378,-0.006336848,0.041044855,0.023863195,0.014261468,0.010071361,0.008558233,0.009259661,0.005084647,0,0.009102278,0.01675392,0.006179143
2015-02-06,-0.01307493,0.021509959,0.023466183,-0.00261222,0.010222798,0.006062462,-0.00345161,0.006514681,0.01286769,-0.005426737,-0.002578976,-0.01043495,0.00842453,-0.003173165,0.013446212,0.000859674,-0.001822251,0.009563486,-0.022517859,-0.003482654,-0.015174778,-0.001084596,-0.006523195,-0.027751248,0.005510674,0.001371447,-0.005746005,0.036456228,-0.005995892,-0.005402767,0.003647478,-0.004353589,-0.008109683,0.004204689,0.008185997,-0.004465678,0.008367648,-0.018256116,-0.022705275,-0.006090178,0.010256805,-0.041165948,-0.029655479,-0.035621625,0.011531198,-0.002769117,0.003630908,0.002073954,-0.005243701,0,0.065570996,0.039268402,0.62860859,0.118808179,0.000705104,0.002103727,-0.002577728,0.025777673,0.029392624,0.023687103,-0.002400791,0.000250776,0.007902214,-0.002310663,-0.003158322,-0.004473205,0,-0.042058217,-0.009129811,-0.001507037
2015-02-09,-0.010251978,0.009299205,-0.009747468,-0.008552661,0.011556647,0.006326293,-0.001537851,0.00064914,-0.002592772,-0.017004662,-0.005631394,0.013889182,-0.00196453,-0.014945604,-0.013830915,-0.001822251,-0.002366546,-0.005685023,0.005576468,-0.006438614,-0.037387412,-0.00796084,-0.001084142,-0.044202263,-0.017331059,-0.004366426,-0.003367127,0.028236996,-0.005527346,-0.002503425,-0.005403004,-0.003883709,0.006955162,-0.048720176,0.003587612,-0.001930408,0.002920399,-0.002113239,-0.000981154,-0.003204938,0.016624737,-0.018300555,0.022294375,-0.006615364,-0.007929444,-0.004486134,0.006022371,0.005509716,-0.004479421,0.011472421,0.005146687,0.000793593,-1.609437881,0.013568716,-0.001394717,0.012135178,0.010909943,0.070341395,0.000949217,0.022382608,-0.001202655,0.001001459,-0.004983664,-0.002672776,-0.001460896,-0.007569309,0,-0.008844892,-0.011820642,-0.003845987
2015-02-10,-0.023090019,-0.03328703,-0.001231943,0.00953706,0.027971376,0.003297878,-0.014143402,0.014175495,0.014817442,0.008434367,0.007986772,-0.003454231,-0.00387579,0.010512803,0.001109465,-0.002366546,-0.001185412,-0.001507462,-0.007442255,0.00028949,-0.006369511,0.006373954,0.000769855,0.007860109,-0.001348256,-0.005738062,0.00228605,0.006936627,-0.001512795,0.007491712,0.014064833,0.01295638,0.030339894,-0.049671625,-0.003350811,0.008145653,0.000659636,-0.018047661,-0.010774439,0.015444152,-0.012261395,0.008768331,-0.011618809,-0.001106778,0.004867436,0.010597133,0.0086682,0.017699528,0.01687908,-0.001691371,0.021833872,0.019639355,0.510825593,0.017368522,0.000865955,-0.003426876,-0.002373541,-0.073817724,0,-0.055223986,0.007393451,-0.000500749,0.007879156,0.005516037,0.014754371,0.011637122,0,0.020375717,0.016681426,0.01217433
2015-02-11,-0.010372236,-0.03186876,-0.00297937,-0.00347093,-0.001397624,-0.041246108,-0.00391007,-0.00706263,-0.000959654,-0.00015993,0.00106366,0.010327104,0.003996688,-0.002660837,-0.000441701,-0.001185412,-0.001597372,0.003017341,-0.010283267,-0.008725136,0.003189933,-0.0014222,-0.00320254,0.049298219,0.014166755,0.00507012,-0.004537117,-0.011587646,-0.007344693,-0.001521552,0.004042875,0.002824132,0.043850608,0.037854864,0,-0.002393105,0.00526812,0.001109014,-0.009722186,0.003633348,-0.016831848,0.017727418,-0.006666265,0.036960742,-0.007696292,0.000580339,-0.019231253,-0.010173002,-0.001552478,0.002008165,-0.001507927,-0.00272647,0,0.002645549,-0.001122636,0.0066829,0.003193871,-0.015794448,-0.011930468,-0.023873282,-0.001594269,-0.007036654,0,0.000354553,0.003833835,0.004657156,0,-0.021893753,0.000997581,0.000271775
2015-02-12,0.013994198,0.042795885,0.011697677,0.009955941,0.008703275,-0.001560793,0.021893719,-0.007112865,-0.004651559,0.015461907,0.006358837,-0.024966631,0.005111841,0.012801063,-0.000882723,-0.001597372,0.001450929,-0.001266078,0.000901952,0.004396276,-0.012820741,0.011321289,0.000173989,-0.016393739,0.001379167,-0.002093955,-4.03E-05,-0.016451649,0.011624946,0.008408642,0.010119989,0.011684762,-0.030492334,0.010347154,0.0183569,0.0097111,-0.003761892,0.009216105,0.004914445,0.01157614,-0.008151304,0.003868858,0.001968741,-0.00427797,0.006673536,0.009570788,0.031065804,0.000681447,0.013520634,0.001898738,-0.00100659,0.00272647,0.470003699,-0.011292102,8.02E-05,0.006779997,0.007352619,-0.10039377,0.004789281,0.047385155,0.01700334,0.013029014,0.009864616,0.009356598,0.013541396,0.004635365,0,-0.004568099,0.003555577,0.011755891
2015-02-13,-0.001017352,0.005941999,0.059787107,0.006991638,0.023973751,0.02803204,0.001723371,-0.005857485,0.005451355,0.003998534,0.002777183,0.005602267,0.005604189,0.008733954,0.008098083,0.001450929,0.006626973,0.009741754,0.005231782,0.01060555,0.019169818,0.005941624,0.005539976,-0.027934817,0.009633998,0.00814032,0.000683918,0.039494122,0.015705238,0.013497957,0.006193805,0.00743072,0.032991878,-0.017804572,-0.003697727,0.00429993,0.022441678,0.026520312,0.005799519,0.008548519,0.012569733,0.009093894,0.029365512,0.008537812,0.00561226,0.004107634,0.017204039,0.021564157,0.001472572,-0.00729817,0.017469857,0.021166781,-0.470003699,0.012612217,0.000352958,-0.010490027,-0.004078124,-0.043296844,-0.004789281,0.0301975,0.008394467,0.02093983,-0.000818648,0.004558057,0.006350816,-0.004635365,0,-0.015377668,0.003967069,0.006027213
